,Unnamed: 0,ticker,one_yr_return,expense_ratio,aum,dividend_yield,fundname,esg_rating,quality_score,score_peer_rank,score_global_rank,carbon_intensity,sustainable_impact_exposure,sri_screening_criteria_exposure,analyst_pick,grade,efficiency,tradability,fit,segment,one_mo_p_percent,three_mo_p_percent,ytd_p_percent,one_yr_p_percent,three_yr_p_percent,five_yr_p_percent,ten_yr_p_percent,one_mo,three_mo,ytd,one_yr,three_yr,as_of_date,investment_strategy,asset_class,asset_region,subsegment
1353,1353,HEWJ,24.05,0.5,172940000.0,,iShares Currency Hedged MSCI Japan ETF,AA,7.34,83.38,71.81,77.78,,8.05,True,,,,,Equity: Japan  -  Total Market,1.02,14.55,27.51,24.05,17.9,9.64,,-24510000.0,-23480000.0,-17050000.0,-370080000.0,-97610000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
1354,1354,WINN,24.3,0.57,172310000.0,0.53,Harbor Long-Term Growers ETF,A,6.93,68.51,77.37,29.8,,7.83,True,,85.0,,88.0,Equity: U.S. - Total Market Growth,3.62,19.34,39.01,24.3,,,,14440000.0,40510000.0,47030000.0,83580000.0,146040000.0,2023-07-25,standard,equity,us,total_market
1355,1355,FAB,11.38,0.67,172240000.0,2.81,First Trust Multi Cap Value AlphaDEX Fund,A,6.09,41.35,72.32,253.9,,5.8,True,C,83.0,66.0,65.0,Equity: U.S.  -  Total Market Value,9.77,11.43,9.8,11.38,18.67,7.74,8.13,-7400000.0,-53780000.0,-22540000.0,-7930000.0,93470000.0,2023-07-25,standard,equity,us,total_market
1356,1356,QTUM,22.73,0.4,171490000.0,1.46,Defiance Quantum ETF,AA,7.31,82.46,82.86,50.64,,10.3,True,B,88.0,79.0,,Equity: Global Information Technology,6.93,20.55,32.87,22.73,18.57,,,,34580000.0,37160000.0,24840000.0,116550000.0,2023-07-25,standard,equity,global,not_specified
1357,1357,FYT,7.2,0.73,170980000.0,2.72,First Trust Small Cap Value AlphaDEX Fund,BBB,5.09,25.33,6.99,133.83,,1.99,True,C,82.0,73.0,77.0,Equity: U.S.  -  Small Cap Value,12.19,14.39,10.84,7.2,18.23,6.58,6.98,-4640000.0,-30430000.0,-9440000.0,-46410000.0,92530000.0,2023-07-25,standard,equity,us,small_cap
1358,1358,GMOM,0.37,0.96,170940000.0,,Cambria Global Momentum ETF,A,6.36,47.63,11.4,387.81,,7.31,True,,,,,Asset Allocation: Global - Target Outcome,4.62,4.21,2.69,0.37,8.53,3.86,,-4230000.0,-11180000.0,-13740000.0,69800000.0,93580000.0,2023-07-25,standard,asset_allocation,global,other
1359,1359,GAPR,,0.85,170860000.0,,FT Cboe Vest U.S. Equity Moderate Buffer ETF - April,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,2.34,6.45,,,,,,-38310000.0,134020000.0,158510000.0,158510000.0,158510000.0,2023-07-25,standard,equity,us,large_cap
1360,1360,BNO,-9.77,1.02,170780000.0,,United States Brent Oil Fund LP,,,,,,,,True,,,99.0,87.0,Commodities: Energy Crude Oil,12.82,4.59,-0.11,-9.77,35.51,6.23,-3.71,-6750000.0,-39140000.0,-56920000.0,370000.0,-487130000.0,2023-07-25,standard,commodities,global,not_specified
1361,1361,USDU,-0.3,0.5,169220000.0,,WisdomTree Bloomberg U.S. Dollar Bullish Fund,A,5.72,34.34,,,,,True,,,,,"Currency: Long USD, Short Global Basket",-0.98,0.23,0.5,-0.3,1.81,2.21,,-2660000.0,-189400000.0,-176610000.0,-126560000.0,118660000.0,2023-07-25,standard,currency,global,not_specified
1362,1362,FCOR,0.23,0.25,169010000.0,,Fidelity Corporate Bond ETF,A,6.16,43.08,20.21,349.92,,7.22,True,B,88.0,78.0,,"Fixed Income: U.S. - Corporate, Broad-based",0.35,-0.69,3.92,0.23,-4.25,1.95,,13660000.0,18260000.0,4430000.0,4630000.0,26850000.0,2023-07-25,standard,fixed_income,us,corporate
1363,1363,GSFP,10.4,0.75,168400000.0,1.63,Goldman Sachs Future Planet Equity ETF,AA,7.8,93.91,92.44,279.72,,11.28,True,,80.0,,,Equity: Global Environment,7.07,6.31,12.12,10.4,,,,-770000.0,-1560000.0,-9400000.0,-26700000.0,194030000.0,2023-07-25,standard,equity,global,not_specified
1364,1364,BAPR,17.39,0.79,168260000.0,,Innovator U.S. Equity Buffer ETF - April,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,3.51,9.22,17.38,17.39,9.06,,,-16120000.0,-6040000.0,29830000.0,21560000.0,49710000.0,2023-07-25,standard,equity,us,large_cap
1365,1365,DJUN,13.25,0.85,168060000.0,,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,2.7,7.17,13.21,13.25,5.79,,,38770000.0,24260000.0,-19760000.0,-34310000.0,134410000.0,2023-07-25,standard,equity,us,large_cap
1366,1366,DBND,-1.35,0.5,167560000.0,,DoubleLine Opportunistic Bond ETF,A,,,,,,,True,,78.0,,,"Fixed Income: Global - Broad Market, Broad-based Intermediate",-0.04,-0.88,3.12,-1.35,,,,15630000.0,26770000.0,113730000.0,121060000.0,170500000.0,2023-07-25,standard,fixed_income,global,broad_based
1367,1367,DBB,3.09,0.77,167320000.0,,Invesco DB Base Metals Fund,,,,,,,,True,B,77.0,90.0,,Commodities: Industrial Metals,4.28,-1.0,-3.55,3.09,9.43,3.11,1.7,-2680000.0,-38790000.0,-42370000.0,-173700000.0,26290000.0,2023-07-25,standard,commodities,global,not_specified
1368,1368,AVSU,15.07,0.15,167180000.0,1.59,Avantis Responsible U.S. Equity ETF,A,6.56,53.83,28.17,37.98,,2.45,True,A,97.0,79.0,91.0,Equity: U.S.  -  Total Market,5.84,12.48,17.05,15.07,,,,6110000.0,13420000.0,64150000.0,122390000.0,145690000.0,2023-07-25,standard,equity,us,total_market
1369,1369,FUNL,12.25,0.5,167100000.0,2.33,CornerCap Fundametrics Large-Cap ETF,A,6.56,53.98,28.56,180.01,,8.1,True,,85.0,,66.0,Equity: U.S.  -  Large Cap,7.29,8.77,9.15,12.25,,,,-500000.0,1610000.0,11090000.0,19810000.0,136760000.0,2023-07-25,standard,equity,us,large_cap
1370,1370,CGMS,,0.39,166940000.0,,Capital Group U.S. Multi-Sector Income ETF,,,,,,,,True,B,86.0,99.0,,"Fixed Income: U.S. - Corporate, Broad-based",1.28,1.0,4.97,,,,,23490000.0,54790000.0,94200000.0,114490000.0,114490000.0,2023-07-25,standard,fixed_income,us,corporate
1371,1371,LONZ,9.07,0.52,166270000.0,,PIMCO Senior Loan Active Exchange-Traded Fund,,,,,,,,True,,86.0,,,"Fixed Income: U.S. - Corporate, Bank Loans High Yield Floating Rate",1.79,3.59,7.3,9.07,,,,,31480000.0,37520000.0,94010000.0,99820000.0,2023-07-25,standard,fixed_income,us,corporate
1372,1372,ISVL,13.54,0.3,166090000.0,3.69,iShares International Developed Small Cap Value Factor ETF,A,6.75,61.64,84.48,164.73,,1.62,True,,,40.0,84.0,Equity: Developed Markets Ex-U.S. - Small Cap Value,6.26,4.42,11.32,13.54,,,,,3220000.0,3220000.0,8940000.0,170090000.0,2023-07-25,standard,equity,dev_markets,small_cap
1373,1373,PSFF,14.76,0.93,165400000.0,,Pacer Swan SOS Fund of Funds ETF,,,,,,,,True,,72.0,,,Equity: U.S.  -  Large Cap,2.25,7.24,12.45,14.76,,,,19440000.0,35350000.0,31170000.0,26710000.0,148640000.0,2023-07-25,standard,equity,us,large_cap
1374,1374,BSMP,0.36,0.18,165360000.0,,Invesco BulletShares 2025 Municipal Bond ETF,,,,,,,,True,,,72.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Short-Term",0.09,0.08,1.35,0.36,-0.64,,,7280000.0,12140000.0,41470000.0,89620000.0,155230000.0,2023-07-25,standard,fixed_income,us,government
1375,1375,DBP,16.63,0.75,165280000.0,,Invesco DB Precious Metals Fund,,,,,,,,True,,,73.0,,Commodities: Precious Metals,3.71,-1.78,6.23,16.63,-0.67,7.91,1.99,-7440000.0,-4560000.0,46730000.0,56370000.0,3630000.0,2023-07-25,standard,commodities,global,not_specified
1376,1376,FMF,0.03,0.95,165170000.0,,First Trust Managed Futures Strategy Fund,BBB,4.92,23.26,7.32,1.6,,,True,D,72.0,51.0,20.0,Alternatives: Hedge Fund Strategies,2.84,2.66,3.44,0.03,4.74,1.59,,-4790000.0,-7210000.0,-42670000.0,3460000.0,132740000.0,2023-07-25,standard,alternatives,global,not_specified
1377,1377,KJUL,8.74,0.79,164980000.0,,Innovator US Small Cap Power Buffer ETF - July,,,,,,,,True,,72.0,,,Leveraged Equity: U.S.  -  Small Cap,6.24,8.6,8.34,8.74,3.94,,,92320000.0,89820000.0,80930000.0,95730000.0,145600000.0,2023-07-25,leveraged,equity,us,small_cap
1378,1378,PFUT,12.02,0.64,164960000.0,,Putnam Sustainable Future ETF,A,6.74,61.19,60.33,55.82,,1.8,True,,79.0,,,Equity: U.S.  -  Total Market,5.39,14.07,18.77,12.02,,,,-5850000.0,-6760000.0,142500000.0,143300000.0,145870000.0,2023-07-25,standard,equity,us,total_market
1379,1379,ESGG,19.01,0.42,164710000.0,2.2,FlexShares STOXX Global ESG Select Index Fund,A,7.14,76.68,54.86,76.23,,9.57,True,,,49.0,87.0,Equity: Developed Markets - Total Market,4.68,8.77,19.7,19.01,12.37,9.78,,,,-6650000.0,-6650000.0,24600000.0,2023-07-25,standard,equity,dev_markets,total_market
1380,1380,FXF,10.98,0.4,164470000.0,,Invesco CurrencyShares Swiss Franc Trust,,,,,,,,True,B,82.0,92.0,,"Currency: Long CHF, Short USD",3.74,3.09,6.69,10.98,1.21,1.72,-0.25,-15060000.0,-29680000.0,-63840000.0,-72610000.0,-22500000.0,2023-07-24,standard,currency,america_wo_us,not_specified
1381,1381,XSMO,7.54,0.39,164460000.0,1.01,Invesco S&P SmallCap Momentum ETF,BBB,5.08,25.28,6.92,204.91,,7.81,True,B,91.0,73.0,65.0,Equity: U.S.  -  Small Cap,8.0,12.59,6.96,7.54,10.61,6.47,9.63,-29970000.0,-35870000.0,-4920000.0,10330000.0,58000000.0,2023-07-25,standard,equity,us,small_cap
1382,1382,ISMD,11.71,0.54,164440000.0,1.73,Inspire Small/Mid Cap ETF,BBB,5.51,30.65,31.83,120.12,,3.82,True,,,72.0,80.0,Equity: U.S.  -  Extended Market,8.83,12.87,12.26,11.71,17.67,6.29,,1490000.0,18610000.0,31370000.0,35340000.0,63470000.0,2023-07-25,standard,equity,us,extended_market
1383,1383,PTH,-5.93,0.6,163920000.0,0.06,Invesco DWA Healthcare Momentum ETF,BBB,5.71,33.73,30.68,33.34,,,True,B,86.0,65.0,,Equity: U.S. Health Care,-3.94,-3.77,-6.18,-5.93,-4.43,4.47,10.39,-4840000.0,-11910000.0,-45540000.0,-70380000.0,-336850000.0,2023-07-25,standard,equity,us,not_specified
1384,1384,FDM,7.87,0.6,163360000.0,2.21,First Trust Dow Jones Select MicroCap Index Fund,BB,4.03,6.4,0.07,143.5,,3.6,True,C,85.0,57.0,57.0,Equity: U.S.  -  Micro Cap,8.31,18.02,7.98,7.87,17.26,4.6,8.88,,-2650000.0,6730000.0,9690000.0,4150000.0,2023-07-25,standard,equity,us,small_cap
1385,1385,CAOS,,0.63,163240000.0,,Alpha Architect Tail Risk ETF,,,,,,,,True,,,,,Asset Allocation: U.S. Target Outcome,1.18,5.4,,,,,,810000.0,5640000.0,-3860000.0,-3860000.0,-3860000.0,2023-07-25,standard,asset_allocation,us,not_specified
1386,1386,PIE,12.86,0.9,163050000.0,3.4,Invesco DWA Emerging Markets Momentum ETF,BBB,5.03,24.64,4.72,179.71,,0.45,True,F,46.0,47.0,45.0,Equity: Emerging Markets  -  Total Market,8.78,14.37,15.18,12.86,3.84,2.11,2.59,-2840000.0,-9200000.0,-1700000.0,-21260000.0,23590000.0,2023-07-25,standard,equity,emerg_markets,total_market
1387,1387,FLLV,11.97,0.29,163050000.0,1.98,Franklin U.S. Low Volatility ETF,A,6.97,70.24,79.93,188.0,,7.7,True,B,91.0,67.0,74.0,Equity: U.S.  -  Total Market,5.09,7.04,9.14,11.97,11.74,11.34,,-9900000.0,-2780000.0,8740000.0,20790000.0,18180000.0,2023-07-25,standard,equity,us,total_market
1388,1388,DINT,16.79,0.64,162690000.0,1.9,Davis Select International ETF,A,7.12,75.7,19.06,26.25,,,True,C,83.0,44.0,34.0,Equity: Global Ex-U.S.  -  Total Market,7.83,10.7,10.76,16.79,1.53,1.22,,-2810000.0,-6400000.0,15180000.0,7120000.0,-38410000.0,2023-07-25,standard,equity,global,total_market
1389,1389,UJUL,13.06,0.79,162570000.0,,Innovator U.S. Equity Ultra Buffer ETF  - July,,,,,,,,True,,72.0,,,Equity: U.S.  -  Large Cap,2.08,8.17,13.48,13.06,4.61,,,109010000.0,103390000.0,81470000.0,86110000.0,109180000.0,2023-07-25,standard,equity,us,large_cap
1390,1390,BJAN,14.98,0.79,162370000.0,,Innovator U.S. Equity Buffer ETF,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,3.73,9.74,16.33,14.98,9.59,,,-29310000.0,-29650000.0,-3080000.0,-26640000.0,-17880000.0,2023-07-25,standard,equity,us,large_cap
1391,1391,GBUY,9.73,0.75,161330000.0,0.83,Goldman Sachs Future Consumer Equity ETF,A,6.44,50.05,60.0,121.29,,19.36,True,,84.0,,,Equity: Global Consumer,2.95,7.79,21.87,9.73,,,,11560000.0,11520000.0,52730000.0,55060000.0,174240000.0,2023-07-25,standard,equity,global,not_specified
1392,1392,NVDL,,1.15,161180000.0,,GraniteShares 1.5x Long NVDA Daily ETF,,,,,,,,True,,,,,Leveraged Equity: U.S. Semiconductors,11.27,118.76,400.06,,,,,61860000.0,111200000.0,123590000.0,123590000.0,123590000.0,2023-07-25,leveraged,equity,us,not_specified
1393,1393,DFEN,24.83,0.97,160160000.0,,Direxion Daily Aerospace & Defense Bull 3X Shares,A,5.9,37.49,,29.58,,51.12,True,,,,,Leveraged Equity: U.S. Aerospace & Defense,0.93,-3.25,-1.47,24.83,19.63,-16.73,,-8370000.0,-16090000.0,-46100000.0,-70950000.0,-247940000.0,2023-07-25,leveraged,equity,us,not_specified
1394,1394,TBF,16.18,0.92,160040000.0,,ProShares Short 20+ Year Treasury,A,,,,,,,True,,,,,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",2.45,6.57,-0.18,16.18,15.13,0.22,-3.14,-21930000.0,-47520000.0,-171230000.0,-420350000.0,-199930000.0,2023-07-25,inverse,fixed_income,us,government
1395,1395,DGT,22.58,0.5,159080000.0,2.99,SPDR Global Dow ETF,A,6.9,67.18,34.18,169.23,,12.36,True,B,81.0,80.0,65.0,Equity: Global  -  Large Cap,5.7,8.65,16.76,22.58,15.72,9.33,9.06,2890000.0,21940000.0,40720000.0,40850000.0,45040000.0,2023-07-25,standard,equity,global,large_cap
1396,1396,BLES,13.24,0.61,158840000.0,2.42,Inspire Global Hope ETF,A,6.85,65.4,30.48,266.07,,4.85,True,,,63.0,68.0,Equity: Global  -  Large Cap,7.33,7.93,12.6,13.24,12.51,7.56,,,,6730000.0,11570000.0,22890000.0,2023-07-25,standard,equity,global,large_cap
1397,1397,SMOT,,0.49,158730000.0,1.78,VanEck Morningstar SMID Moat ETF,,,,,,,,True,,,,76.0,Equity: U.S.  -  Extended Market,7.24,13.01,14.31,,,,,74560000.0,103990000.0,120080000.0,149980000.0,149980000.0,2023-07-25,standard,equity,us,extended_market
1398,1398,DEHP,8.96,0.41,158520000.0,3.65,Dimensional Emerging Markets High Profitability ETF,BBB,5.32,28.16,10.41,301.1,,5.52,True,B,90.0,60.0,79.0,Equity: Emerging Markets  -  Large Cap,4.48,8.67,11.38,8.96,,,,5930000.0,11840000.0,51600000.0,133210000.0,144130000.0,2023-07-25,standard,equity,emerg_markets,large_cap
1399,1399,BATT,-0.74,0.59,158440000.0,1.72,Amplify Lithium & Battery Technology ETF,A,6.04,40.0,42.62,215.33,,6.44,True,C,76.0,64.0,,Equity: Global Mobility,9.35,16.36,17.85,-0.74,13.69,-2.13,,-1940000.0,-9950000.0,-9080000.0,-10640000.0,196160000.0,2023-07-25,standard,equity,global,not_specified
1400,1400,ONEO,14.1,0.2,158320000.0,1.97,SPDR Russell 1000 Momentum Focus ETF,A,6.59,54.76,93.77,210.95,,6.63,True,B,96.0,56.0,64.0,Equity: U.S.  -  Large Cap,6.8,9.18,10.59,14.1,13.85,7.81,,-1030000.0,-2920000.0,-155430000.0,-153700000.0,-251650000.0,2023-07-25,standard,equity,us,large_cap
1401,1401,MUSI,1.01,0.36,158100000.0,,American Century Multisector Income ETF,A,5.92,37.89,50.76,215.44,,3.25,True,,87.0,,,"Fixed Income: Global - Broad Market, Broad-based",0.34,-1.27,2.47,1.01,,,,2140000.0,8620000.0,12930000.0,44600000.0,156280000.0,2023-07-25,standard,fixed_income,global,broad_based
1402,1402,PXE,13.24,0.63,157940000.0,3.1,Invesco Dynamic Energy Exploration & Production ETF,A,6.11,42.0,17.02,455.59,,,True,B,82.0,95.0,,"Equity: U.S. Oil, Gas & Consumable Fuels",13.5,13.74,2.19,13.24,50.71,4.96,2.51,-860000.0,-21010000.0,-142670000.0,-111660000.0,61000000.0,2023-07-25,standard,equity,us,not_specified
1403,1403,TUG,18.61,0.65,157230000.0,,STF Tactical Growth ETF,,,,,,,,True,,79.0,,,Asset Allocation: U.S. Target Outcome,2.56,17.95,31.18,18.61,,,,3490000.0,8220000.0,2660000.0,-9960000.0,143580000.0,2023-07-25,standard,asset_allocation,us,not_specified
1404,1404,PYZ,19.27,0.6,157090000.0,1.64,Invesco DWA Basic Materials Momentum ETF,A,6.01,39.41,41.8,533.27,,10.81,True,B,85.0,68.0,,Equity: U.S. Materials,9.35,10.44,12.84,19.27,18.21,6.07,8.19,-1730000.0,-8880000.0,-3530000.0,21810000.0,100750000.0,2023-07-25,standard,equity,us,not_specified
1405,1405,DFSE,,0.41,156240000.0,2.87,Dimensional Emerging Markets Sustainability Core 1 ETF,,,,,,,,True,C,90.0,50.0,,Equity: Emerging Markets  -  Total Market,5.77,10.5,13.41,,,,,9230000.0,21460000.0,38460000.0,134670000.0,134670000.0,2023-07-25,standard,equity,emerg_markets,total_market
1406,1406,SRTY,-38.15,0.95,156030000.0,,ProShares UltraPro Short Russell2000,A,,,,,,,True,,,,,Inverse Equity: U.S.  -  Small Cap,-20.98,-31.61,-33.01,-38.15,-47.26,-42.01,-40.09,12630000.0,27110000.0,44020000.0,37580000.0,182000000.0,2023-07-25,inverse,equity,us,small_cap
1407,1407,DSEP,13.53,0.85,156000000.0,,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,2.94,8.54,13.2,13.53,,,,-3380000.0,-18250000.0,-150120000.0,10910000.0,113720000.0,2023-07-25,standard,equity,us,large_cap
1408,1408,SCMB,,0.03,155940000.0,,Schwab Municipal Bond ETF,,,,,,,,True,,,,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",0.33,0.36,2.81,,,,,15490000.0,33570000.0,93420000.0,153870000.0,153870000.0,2023-07-25,standard,fixed_income,us,government
1409,1409,DALI,12.21,1.18,155630000.0,,First Trust Dorsey Wright DALI 1 ETF,A,6.0,39.32,21.56,405.11,,7.32,True,,,,,Asset Allocation: Global - Target Outcome,7.65,8.82,13.76,12.21,16.51,6.4,,1330000.0,1320000.0,4940000.0,-1050000.0,124070000.0,2023-07-25,standard,asset_allocation,global,other
1410,1410,GBF,-2.13,0.2,155570000.0,,iShares Government/Credit Bond ETF,A,6.1,41.66,15.25,299.65,,4.32,True,B,91.0,70.0,,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade Intermediate",-0.15,-1.72,2.48,-2.13,-4.9,0.83,1.47,15520000.0,-240000.0,-10490000.0,-5620000.0,60080000.0,2023-07-25,standard,fixed_income,us,broad_based
1411,1411,IJAN,17.37,0.85,155470000.0,,Innovator International Developed Power Buffer ETF - January,,,,,,,,True,,74.0,,,Equity: Developed Markets Ex-North America  -  Total Market,3.23,2.62,10.58,17.37,7.54,,,-30220000.0,-54920000.0,71830000.0,57020000.0,103050000.0,2023-07-25,standard,equity,dev_markets,total_market
1412,1412,DVAL,,0.49,155300000.0,2.83,BrandywineGLOBAL - Dynamic US Large Cap Value ETF,,,,,,,,True,C,84.0,59.0,,Equity: U.S.  -  Large Cap Value,6.47,6.53,6.29,,,,,-7750000.0,-11740000.0,-11240000.0,-17710000.0,-17710000.0,2023-07-25,standard,equity,us,large_cap
1413,1413,IETC,28.04,0.18,155180000.0,1.06,iShares U.S. Tech Independence Focused ETF,A,7.1,75.08,76.53,19.46,,10.03,True,B,95.0,73.0,,Equity: U.S. Information Technology,6.11,25.43,40.26,28.04,14.23,16.5,,-2660000.0,2600000.0,330000.0,15360000.0,39030000.0,2023-07-25,standard,equity,us,not_specified
1414,1414,RTH,9.16,0.35,155180000.0,1.21,VanEck Retail ETF,A,6.52,52.47,65.41,20.9,,24.87,True,,,71.0,,Equity: Global Broadline Retail,3.65,9.23,12.43,9.16,9.46,12.31,13.77,,-8140000.0,-8140000.0,-16380000.0,-21030000.0,2023-07-25,standard,equity,global,not_specified
1415,1415,WTAI,20.47,0.45,155130000.0,0.41,Wisdom Tree Artificial Intelligence and Innovation Fund,A,6.67,57.97,55.57,47.32,,1.95,True,,,,,Equity: Global Robotics & AI,7.27,24.48,38.48,20.47,,,,43700000.0,137270000.0,148240000.0,148240000.0,148240000.0,2023-07-25,standard,equity,global,not_specified
1416,1416,NAPR,18.61,0.79,155070000.0,,Innovator Growth-100 Power Buffer ETF - April,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,1.94,10.29,24.0,18.61,7.16,,,-8400000.0,37110000.0,88590000.0,78240000.0,115290000.0,2023-07-25,standard,equity,us,large_cap
1417,1417,OVL,16.98,0.8,154910000.0,,Overlay Shares Large Cap Equity ETF,A,6.67,57.8,41.66,121.84,,9.51,True,,76.0,,,Equity: U.S.  -  Large Cap,5.59,13.81,22.1,16.98,14.48,,,-2660000.0,2370000.0,-81020000.0,-109090000.0,52060000.0,2023-07-25,standard,equity,us,large_cap
1418,1418,LRGE,27.98,0.59,154550000.0,0.61,ClearBridge Large Cap Growth ESG ETF,A,7.05,73.09,83.95,53.9,,10.16,True,C,84.0,64.0,69.0,Equity: Global  - Large Cap Growth,4.13,19.18,36.15,27.98,10.93,11.99,,2720000.0,2720000.0,-38420000.0,-54850000.0,35130000.0,2023-07-25,standard,equity,global,large_cap
1419,1419,GJAN,,0.85,154060000.0,,FT Cboe Vest U.S. Equity Moderate Buffer ETF - January,,,,,,,,True,,70.0,,,Equity: U.S.  -  Large Cap,2.24,6.37,,,,,,-3260000.0,-33570000.0,140490000.0,140490000.0,140490000.0,2023-07-25,standard,equity,us,large_cap
1420,1420,BOCT,17.58,0.79,153550000.0,,Innovator U.S. Equity Buffer ETF - October,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,3.49,10.01,16.54,17.58,11.76,,,-2730000.0,-18840000.0,-101380000.0,19250000.0,49010000.0,2023-07-25,standard,equity,us,large_cap
1421,1421,GDMA,-3.94,1.26,153360000.0,,Gadsden Dynamic Multi-Asset ETF,A,5.72,33.86,10.09,212.24,,0.55,True,,,,,Asset Allocation: Global - Target Outcome,1.64,0.35,-3.44,-3.94,3.2,,,-4440000.0,-10060000.0,8570000.0,25740000.0,86940000.0,2023-07-25,standard,asset_allocation,global,other
1422,1422,BSEP,15.76,0.79,153310000.0,,Innovator U.S. Equity Buffer ETF - September,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,4.77,10.8,16.46,15.76,10.23,,,-26840000.0,-30960000.0,-38860000.0,11390000.0,111650000.0,2023-07-25,standard,equity,us,large_cap
1423,1423,QMOM,6.95,0.39,152870000.0,1.12,Alpha Architect U.S. Quantitative Momentum ETF,A,5.74,34.77,45.54,251.82,,7.84,True,B,89.0,73.0,33.0,Equity: U.S.  -  Total Market,4.71,7.18,2.43,6.95,7.95,8.34,,1890000.0,10510000.0,16820000.0,54950000.0,72050000.0,2023-07-25,standard,equity,us,total_market
1424,1424,ECML,,0.95,152790000.0,1.81,Euclidean Fundamental Value ETF,,,,,,,,True,,,,,Equity: U.S.  -  Total Market Value,8.36,,,,,,,,-360000.0,-360000.0,-360000.0,-360000.0,2023-07-25,standard,equity,us,total_market
1425,1425,KCE,21.16,0.35,152650000.0,2.38,SPDR S&P Capital Markets ETF,BBB,5.08,25.24,19.81,3.06,,,True,B,91.0,73.0,,Equity: U.S. Capital Markets,13.36,14.45,18.67,21.16,19.39,11.75,10.34,210000.0,27400000.0,31780000.0,35930000.0,134510000.0,2023-07-25,standard,equity,us,not_specified
1426,1426,FCPI,12.41,0.29,152570000.0,2.21,Fidelity Stocks for Inflation ETF,A,6.48,51.19,21.65,153.49,,6.8,True,A,94.0,86.0,74.0,Equity: U.S.  -  Total Market,4.78,7.35,9.61,12.41,14.84,,,-24560000.0,-43640000.0,-74960000.0,-116740000.0,150530000.0,2023-07-25,standard,equity,us,total_market
1427,1427,STXE,,0.32,152550000.0,3.09,Strive Emerging Markets Ex-China ETF,,,,,,,,True,,,,,Equity: Emerging Markets  -  Total Market,4.39,10.58,,,,,,20850000.0,23330000.0,143620000.0,143620000.0,143620000.0,2023-07-25,standard,equity,emerg_markets,total_market
1428,1428,FEMB,20.04,0.85,152310000.0,,First Trust Emerging Markets Local Currency Bond ETF,BBB,4.98,24.02,75.94,2.29,,,True,C,72.0,74.0,,"Fixed Income: Emerging Markets - Government, Treasury",3.3,6.84,14.95,20.04,-0.68,0.3,,12840000.0,14490000.0,15340000.0,-19010000.0,46210000.0,2023-07-25,standard,fixed_income,emerg_markets,government
1429,1429,JSML,17.69,0.3,152300000.0,0.47,Janus Henderson Small Cap Growth Alpha ETF,BBB,4.79,21.33,2.08,105.42,,0.35,True,B,91.0,77.0,76.0,Equity: U.S.  -  Small Cap Growth,8.64,24.58,29.85,17.69,8.53,7.83,,8760000.0,21680000.0,56340000.0,49740000.0,90740000.0,2023-07-25,standard,equity,us,small_cap
1430,1430,FDMO,14.12,0.29,152140000.0,1.11,Fidelity Momentum Factor ETF,A,6.39,48.44,15.15,92.16,,7.17,True,B,95.0,74.0,84.0,Equity: U.S.  -  Large Cap,4.6,9.87,15.77,14.12,9.58,8.69,,,14030000.0,20440000.0,25640000.0,35690000.0,2023-07-25,standard,equity,us,large_cap
1431,1431,APRW,9.73,0.74,151460000.0,,AllianzIM U.S. Large Cap Buffer20 Apr ETF,,,,,,,,True,,75.0,,,Equity: U.S.  -  Large Cap,1.78,5.18,8.02,9.73,4.67,,,-8460000.0,250000.0,79310000.0,80750000.0,117720000.0,2023-07-25,standard,equity,us,large_cap
1432,1432,FBGX,38.67,1.29,150990000.0,,UBS AG FI Enhanced Large Cap Growth ETN,,,,,,,,True,,,,,Leveraged Equity: U.S.  -  Large Cap Growth,8.38,35.6,64.8,38.67,17.47,17.25,,,,,,-66460000.0,2023-07-25,leveraged,equity,us,large_cap
1433,1433,IVAL,19.81,0.49,150920000.0,5.14,Alpha Architect International Quantitative Value ETF,A,7.06,73.65,15.64,370.64,,5.95,True,C,87.0,51.0,52.0,Equity: Developed Markets Ex-U.S.  -  Total Market Value,7.86,9.39,15.33,19.81,4.96,-0.72,,1840000.0,7640000.0,14700000.0,11400000.0,71090000.0,2023-07-25,standard,equity,dev_markets,total_market
